iteration2_max_global_stress,iteration2_keff
194.88638361324558,1.1013166855545329
89.04211135193349,1.104631979750896
218.5824760706374,1.1011479252427616
203.6308953073818,1.1044894591169518
173.44583086179404,1.1042307398435152
110.4143625910078,1.1050961796465055
134.80994953873875,1.1050763684608793
161.82027417706524,1.1043055061942977
141.93767645971107,1.1026323825994317
108.0326746631824,1.104639301716351
141.97350599494303,1.1051569331445055
222.65525262145906,1.1021729214056406
120.86388154248317,1.1032078299805672
256.1011211447649,1.104931521994811
261.5997223537556,1.103239932167525
111.28250373033225,1.105606543141015
134.77711042225107,1.1063827539303366
145.7155054160683,1.1029488062762403
79.42931390622238,1.1046979421398395
126.415736566728,1.1018040380910732
93.63895839606874,1.1064124035030465
192.53883040886708,1.1031774736496762
221.83624636187946,1.1043776671619003
90.97775333998428,1.1059741180584508
181.8982484840303,1.1032742652194711
168.67819613017716,1.1044316230259683
157.31161757849023,1.1047752817789704
100.22116952353343,1.1027324321493661
186.8336665374277,1.1035458570530716
234.9506272250173,1.1031896321409287
223.92628373432385,1.1038448221863473
107.10415199528912,1.101943720630387
229.39452848266282,1.104501633814114
115.13944233991324,1.105671651831962
93.74844275480012,1.106384890977277
151.66337864234922,1.1038360251820762
244.98152742328125,1.10270345335551
102.72937972769347,1.1051596950836822
235.3629093284056,1.1042207137709301
118.29506679739899,1.1036318705487886
168.775889054197,1.103705324352702
113.39841069001103,1.1052196816583104
159.70943928881155,1.1043041945463943
156.9507090634253,1.1143322565816496
220.39870497005873,1.1023414807630072
103.46417707873887,1.1052152370835384
168.8322518556214,1.1033169525769617
236.07984679339472,1.1048829146313386
218.83132208252755,1.1039800617212074
175.51582339390723,1.1037947546418394
128.02608016457086,1.103923298246817
90.36953864343475,1.1052187162700826
80.74696117039213,1.1051297380643665
120.14334695573878,1.1048707494578487
124.47265892079186,1.1021581282555748
76.16766717978761,1.1052957155879362
101.88866525373105,1.1061620795066147
231.28640717164257,1.10297151576342
177.3887892418308,1.1044632110156472
234.5235386672993,1.1011659971656838
194.8140138863951,1.1015615324201495
106.57227687212422,1.1042000054271048
108.7124747372283,1.1014724442605508
212.2430611950631,1.1037636221317997
207.97273146815905,1.102779358342402
124.13671566704359,1.1042510578839013
143.9604824899802,1.103187303278786
141.71360229484492,1.1040492376815874
141.15698019702987,1.100868314406209
78.40713038111326,1.105088628647824
158.90378366058044,1.104042719755974
127.14396020189149,1.1049217741537847
128.655105813631,1.1049755230034828
168.68269440125596,1.1063137316877434
145.86901083877484,1.1034236790289393
223.27336709290785,1.1044306301973021
239.60887136245074,1.1026968006607567
153.20655950107204,1.102267575296964
165.8292167696474,1.103316398729526
167.97775088733013,1.1040603141806622
91.0688459495916,1.1043622141751461
86.02273067968213,1.1035435039594912
167.19461483854678,1.1048147877327887
155.70178744517517,1.1035532402725836
157.74330101749027,1.1028523624323796
96.26324792450926,1.1045062798465273
100.24366723458735,1.1042490472490447
253.09848969041977,1.101739073338406
180.94255837148575,1.1049331037408563
149.48847268840197,1.1049210866820574
93.63780328129019,1.1036662251543474
132.6738735260372,1.1040740218898375
