output,mean,std,q05,q25,q50,q75,q95,min,max
iteration1_keff,0.9705305384078808,0.19443453603476227,0.6540062273925475,0.8390877074313887,0.9724812449428368,1.1025630775547453,1.274965860357605,0.057315039099871345,2.0473714874099027
iteration1_avg_fuel_temp,1020.696145597723,15.415899214984103,1002.7166267527068,1008.9147188215491,1016.9306633923436,1028.940734983517,1051.2632211847272,995.9814208709385,1107.1722389547026
iteration1_max_fuel_temp,1109.4199686564154,24.139738228666406,1079.655098473586,1091.586018200583,1104.2455926076325,1122.3876640842473,1156.5180306285288,1066.4743214777695,1251.5902233566057
iteration1_max_monolith_temp,1077.690101618124,28.834564968952904,1043.3172767813599,1056.1451230078485,1070.8639999606053,1092.7370133089323,1135.5352091683349,1023.8365400561796,1236.202203783311
iteration1_max_global_stress,204.20094616581454,72.99769114288364,102.95741299435988,148.28960366616568,194.87327041996508,248.61020253266443,340.4191893771918,53.04629882920021,553.3562676474567
iteration1_monolith_new_temperature,956.6319385886374,5.178283165055778,950.8211599502948,952.7933638795034,955.2984120523272,959.0727206133853,967.1194439292343,948.7550367426262,985.4309547318969
iteration1_Hcore_after,152.30089825371962,0.43067136937527967,151.75911017534474,152.0158026572036,152.24079107908034,152.51936193173282,153.04283288454081,146.9735927095853,156.89471676575994
iteration1_wall2,29.911274820225884,0.04106935534945965,29.845051735896813,29.879663494365616,29.911610789428337,29.94241800588007,29.97692164306573,29.799017493756082,30.062698444411236
iteration2_keff,1.103785551420082,0.0016551520768080263,1.1010842900948328,1.1029499751704666,1.1040072741551619,1.1048714762489447,1.1057787575242994,1.0760575606189404,1.1204570436575232
iteration2_avg_fuel_temp,1001.6838501906255,5.212755494901974,994.8584772769711,997.840196672321,1000.7318647249324,1004.6820517636912,1011.6835994741165,989.305191953223,1029.8815093448845
iteration2_max_fuel_temp,1075.884534336336,10.269669138460525,1062.015624808044,1068.1847658466481,1074.2335551485805,1082.1233757773823,1095.3468985570603,1052.384176291788,1124.0111163694487
iteration2_max_monolith_temp,1037.180855219983,11.013773101947862,1021.8825023227055,1028.852562120163,1035.6708289962073,1044.1609468580996,1057.7062848009743,1007.222460334408,1084.6681319097065
iteration2_max_global_stress,154.03954290850135,47.15740062912323,86.17384140702707,116.76843260042597,149.3696728146676,186.517195115301,238.7189697736484,52.57068960891205,344.4287773939825
iteration2_monolith_new_temperature,951.097171798883,1.5461935647618275,949.1146526415765,949.9384480974659,950.8116922884294,951.9620703629772,954.0950716994658,947.8430462997887,959.8396458605957
iteration2_Hcore_after,152.33950193593463,0.48906572579445606,151.48112158259508,152.12230758283417,152.39450758518686,152.60521325661426,152.99453674455444,148.50874866176153,156.2920840944921
iteration2_wall2,29.9057004390405,0.037410493668958135,29.8463422540819,29.87624455222828,29.90575533647465,29.93425889511719,29.966347923418773,29.808978389515726,30.009333081358186
