output,input,level,S1_raw_mean,S1_raw_std,S1_ci_low,S1_ci_high,S1_plot,ST_mean,ST_std,ST_ci_low,ST_ci_high
iteration2_keff,SS316_k_ref,0,-0.00027060210704803466,0.04669467285070268,-0.02073544479257991,0.02019424057848384,0.0,0.011948355147615075,0.000962174995270107,0.011526663363262874,0.012370046931967277
iteration2_keff,SS316_alpha,0,0.002781999111175537,0.04356900683303618,-0.016312960043025522,0.021876958265376598,0.002781999111175537,0.005598472454585135,0.0006354666223928236,0.005319966927825037,0.005876977981345234
iteration2_max_global_stress,E_slope,2,0.0604751318693161,0.0568404541769285,0.0355637044646476,0.0853865592739846,0.0604751318693161,0.07109704315662384,0.004684487417231062,0.0690439760249083,0.07315011028833937
iteration2_max_global_stress,E_intercept,2,0.6256247103214264,0.022294661874733734,0.61585364394192,0.6353957767009328,0.6256247103214264,0.6693903684616089,0.03727066366693725,0.6530557799065515,0.6857249570166664
iteration2_max_global_stress,nu,2,0.05215524435043335,0.04858049931904513,0.03086390177421299,0.0734465869266537,0.05215524435043335,0.07171648293733597,0.0062195243107461265,0.06899065622461396,0.07444230965005798
iteration2_max_global_stress,alpha_base,2,0.11876471936702729,0.05243004753254582,0.09578623789914904,0.14174320083490552,0.11876471936702729,0.14307305067777634,0.007959349109798182,0.13958471212720874,0.14656138922834394
iteration2_max_global_stress,alpha_slope,2,0.018872323632240295,0.04982292533134259,-0.002963536152000245,0.04070818341648083,0.018872323632240295,0.033828907925635573,0.0024509316617248107,0.03275473976408623,0.03490307608718492
iteration2_max_global_stress,SS316_T_ref,2,-0.0039898395538330075,0.05258546354175223,-0.027036435090941197,0.019056755983275178,0.0,0.010819822177290916,0.000756217686491373,0.010488395163345578,0.011151249191236254
iteration2_max_global_stress,SS316_k_ref,2,0.039812779426574706,0.05500591483611509,0.015705374337903668,0.06392018451524574,0.039812779426574706,0.05805078633129597,0.003486460402359747,0.056522777689030586,0.059578794973561354
iteration2_max_global_stress,SS316_alpha,2,-0.005927592515945435,0.05091395750774657,-0.028241618234153425,0.016386433202262556,0.0,0.00411381310550496,0.0004017569272240016,0.003937735368762916,0.004289890842247003
iteration2_keff,E_slope,2,-0.008089050650596619,0.04446547456353485,-0.027576904110663554,0.011398802809470317,0.0,0.0014403005538042636,0.00014778177593120412,0.0013755323348279718,0.0015050687727805553
iteration2_keff,E_intercept,2,-0.0030477017164230345,0.04412321954654563,-0.022385555301698837,0.016290151868852767,0.0,0.007841202663257718,0.0009092545886669701,0.007442704269711579,0.008239701056803857
iteration2_keff,nu,2,0.0347460150718689,0.04022929092120513,0.01711475095132866,0.052377279192409136,0.0347460150718689,0.045509673468768594,0.002974420466258379,0.044206076222949406,0.04681327071458778
iteration2_keff,alpha_base,2,0.7169017404317856,0.015818026819248838,0.7099691845171855,0.7238342963463856,0.7169017404317856,0.7267138123512268,0.03989292778551812,0.7092299658746447,0.7441976588278089
iteration2_keff,alpha_slope,2,0.2011769413948059,0.053479854055069415,0.17773836193240092,0.2246155208572109,0.2011769413948059,0.2180897019803524,0.013491657104943232,0.21217672254686126,0.22400268141384355
iteration2_keff,SS316_T_ref,2,-0.0038660377264022826,0.04534120782236961,-0.023737698209463958,0.016005622756659395,0.0,0.008094102004542946,0.001072958010611191,0.007623857422991952,0.008564346586093941
iteration2_keff,SS316_k_ref,2,-0.0035925865173339843,0.04240846491799384,-0.02217891575143164,0.014993742716763672,0.0,0.009083058265969158,0.0008807247436997014,0.00869706362827895,0.009469052903659366
iteration2_keff,SS316_alpha,2,-0.006240633130073547,0.04561747564514293,-0.026233373324951757,0.013752107064804661,0.0,0.003359688213095069,0.00048435698593694246,0.003147409404492414,0.003571967021697724
