output,input,level,S1_raw_mean,S1_raw_std,S1_ci_low,S1_ci_high,S1_plot,ST_mean,ST_std,ST_ci_low,ST_ci_high
iteration1_keff,E_slope,0,0.017912352085113527,0.04299484826087157,-0.0009309709800315695,0.036755675150258627,0.017912352085113527,0.035331391636282204,0.004773059022995458,0.033239506286819036,0.03742327698574537
iteration1_keff,E_intercept,0,0.1783105194568634,0.041440378393411345,0.16014847284907108,0.19647256606465574,0.1783105194568634,0.21645284220576286,0.014624274736552825,0.21004347120898012,0.2228622132025456
iteration1_keff,nu,0,0.06510100662708282,0.049435638761302865,0.04343488266592907,0.08676713058823657,0.06510100662708282,0.11171100176870823,0.014503547821767816,0.10535454167520743,0.11806746186220902
iteration1_keff,alpha_base,0,0.20798390209674836,0.04361611448641449,0.18886829710316527,0.22709950709033144,0.20798390209674836,0.2670888252556324,0.021093604138549667,0.2578441456377559,0.2763335048735089
iteration1_keff,alpha_slope,0,0.1403775691986084,0.045035753399799934,0.1206397800187139,0.16011535837850288,0.1403775691986084,0.14059923440217972,0.012176306319564121,0.1352627328676802,0.14593573593667925
iteration1_keff,SS316_T_ref,0,0.01198369562625885,0.038045773224639395,-0.0046905996703608226,0.02865799092287852,0.01198369562625885,0.0502968480810523,0.007600158833063924,0.046965931610109125,0.05362776455199548
iteration1_keff,SS316_k_ref,0,0.2004896879196167,0.041133652077673985,0.1824620700467498,0.21851730579248357,0.2004896879196167,0.26941592767834666,0.024423981397007626,0.2587116458721064,0.28012020948458694
iteration1_keff,SS316_alpha,0,0.05206848680973053,0.041054244720591805,0.034075670745540125,0.07006130287392093,0.05206848680973053,0.10344175323843956,0.007214214203463265,0.10027998445925464,0.10660352201762448
iteration2_keff,E_slope,0,0.002205124497413635,0.04047447016090402,-0.015533594162667736,0.019943843157495006,0.002205124497413635,0.0045285272179171445,0.0003785583125820614,0.004362616722322448,0.004694437713511841
iteration2_keff,E_intercept,0,0.019791755080223083,0.04318360822770218,0.0008657043120942724,0.0387178058483519,0.019791755080223083,0.02672042213380337,0.002491468794238156,0.025628487790607123,0.027812356476999613
iteration2_keff,nu,0,0.03756056129932404,0.036936765894012,0.02137230989535474,0.05374881270329333,0.03756056129932404,0.0461634011939168,0.004216483225513154,0.04431544594274274,0.04801135644509086
iteration2_keff,alpha_base,0,0.7396311223506927,0.014981637831365347,0.7330651300720705,0.7461971146293149,0.7396311223506927,0.7637634962797165,0.03239123716965116,0.7495674106751316,0.7779595818843015
iteration2_keff,alpha_slope,0,0.1594488501548767,0.035701344147618726,0.14380204620404752,0.17509565410570588,0.1594488501548767,0.16573828756809234,0.011685955785648967,0.1606166916304138,0.17085988350577086
iteration2_keff,SS316_T_ref,0,-0.0036181211471557617,0.045091326039163104,-0.023380266110114067,0.016144023815802544,0.0,0.005067119945306331,0.0006526039064187668,0.004781103672668013,0.005353136217944648
iteration2_keff,SS316_k_ref,0,-0.0015012383460998534,0.04730900863022559,-0.022235325558180342,0.019232848865980638,0.0,0.012281907629221678,0.0012272814996572088,0.011744027796512443,0.012819787461930913
iteration2_keff,SS316_alpha,0,-0.0027835339307785032,0.043831801709773674,-0.021993668017850212,0.016426600156293204,0.0,0.005410363641567528,0.0005082175465889827,0.005187627481187426,0.00563309980194763
iteration1_avg_fuel_temp,E_slope,0,0.002073824405670166,0.05500370223372752,-0.022032610967249098,0.02618025977858943,0.002073824405670166,0.017072728415951133,0.0013936084010691178,0.01646195260466529,0.01768350422723698
iteration1_avg_fuel_temp,E_intercept,0,-0.003819897770881653,0.052089296696884654,-0.026649038600501964,0.01900924305873866,0.0,0.012722175614908338,0.0013330530694642612,0.012137939347844719,0.013306411881971958
iteration1_avg_fuel_temp,nu,0,0.0065980106592178345,0.05873916110393547,-0.019145561746045578,0.03234158306448125,0.0065980106592178345,0.020147178415209056,0.0019964457543176616,0.01927219748488021,0.021022159345537902
iteration1_avg_fuel_temp,alpha_base,0,-0.005404418706893921,0.053008530603200786,-0.02863643155885636,0.017827594145068515,0.0,0.008434324827976524,0.0007740675262715757,0.008095074776824527,0.008773574879128521
iteration1_avg_fuel_temp,alpha_slope,0,-0.012841424345970154,0.05654774070082554,-0.03762456441346135,0.011941715721521038,0.0,0.008202726976014674,0.0008214439545691275,0.007842713289678602,0.008562740662350746
iteration1_avg_fuel_temp,SS316_T_ref,0,0.1749478667974472,0.040763563752745084,0.15708244728441545,0.19281328631047895,0.1749478667974472,0.23887471705675126,0.022163591722955872,0.2291610947040074,0.24858833940949512
iteration1_avg_fuel_temp,SS316_k_ref,0,0.6082360029220581,0.02470155182755894,0.5974100705109716,0.6190619353331447,0.6082360029220581,0.6955370455980301,0.03763464722075112,0.6790429342170448,0.7120311569790154
iteration1_avg_fuel_temp,SS316_alpha,0,0.07021089494228364,0.05107244943849526,0.047827407072791955,0.09259438281177532,0.07021089494228364,0.11429436020553112,0.009857437078089433,0.10997414792498628,0.11861457248607596
iteration2_avg_fuel_temp,E_slope,0,0.007606431841850281,0.04090395026029246,-0.010320514770885414,0.025533378454585975,0.007606431841850281,0.02593277283012867,0.0023305433645331645,0.024911367166157654,0.026954178494099687
iteration2_avg_fuel_temp,E_intercept,0,-0.01781211793422699,0.04080830931658275,-0.03569714805525552,7.291218680154088e-05,0.0,0.004674176988191903,0.0004536994934069661,0.004475334418103325,0.004873019558280481
iteration2_avg_fuel_temp,nu,0,-0.01101711392402649,0.045673026627521186,-0.031034200410376373,0.008999972562323395,0.0,0.01507872873917222,0.0018132008346487313,0.014284058435837972,0.015873399042506467
iteration2_avg_fuel_temp,alpha_base,0,-0.018237531185150146,0.042366805992880084,-0.03680560259031671,0.000330540220016419,0.0,0.006296869623474777,0.0008929066476806952,0.0059055360309667815,0.006688203215982773
