output,mean,std,q05,q25,q50,q75,q95
iteration2_keff,1.103785551420082,0.0016551520768080263,1.1010842900948328,1.1029499751704666,1.1040072741551619,1.1048714762489447,1.1057787575242994
iteration2_max_fuel_temp,1075.884534336336,10.269669138460525,1062.015624808044,1068.1847658466481,1074.2335551485805,1082.1233757773823,1095.3468985570603
iteration2_max_monolith_temp,1037.180855219983,11.013773101947862,1021.8825023227055,1028.852562120163,1035.6708289962073,1044.1609468580996,1057.7062848009743
iteration2_max_global_stress,154.03954290850135,47.15740062912323,86.17384140702707,116.76843260042597,149.3696728146676,186.517195115301,238.7189697736484
iteration2_wall2,29.9057004390405,0.037410493668958135,29.8463422540819,29.87624455222828,29.90575533647465,29.93425889511719,29.966347923418773
